name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Robert B. Aderholt,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,1.0,0.0
Robert B. Aderholt,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,1.0,0.0
Robert B. Aderholt,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,1.0,0.0
Robert B. Aderholt,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,1.0,0.0
Robert B. Aderholt,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,1.0,0.0
Robert B. Aderholt,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,1.0,0.0
Mac Thornberry,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,1.0,0.0
Mac Thornberry,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.999,0.001
Mac Thornberry,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,1.0,0.0
Mac Thornberry,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,1.0,0.0
Mac Thornberry,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,1.0,0.0
Mac Thornberry,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,1.0,0.0
Mac Thornberry,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,1.0,0.0
Mac Thornberry,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,1.0,0.0
Mac Thornberry,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,1.0,0.0
Mac Thornberry,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,1.0,0.0
Mac Thornberry,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,1.0,0.0
Mac Thornberry,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,1.0,0.0
Mac Thornberry,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,1.0,0.0
Mac Thornberry,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,1.0,0.0
Mac Thornberry,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,1.0,0.0
Mac Thornberry,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,1.0,0.0
Mac Thornberry,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,1.0,0.0
Mac Thornberry,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,1.0,0.0
Mac Thornberry,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,1.0,0.0
Mac Thornberry,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,1.0,0.0
Mac Thornberry,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,1.0,0.0
Mac Thornberry,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,1.0,0.0
Karen Bass,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.0,0.0
Karen Bass,March 8,Department of Defense Appropriations Act (371-48),support,Not voting,0.456,NA
Karen Bass,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.0,0.0
Karen Bass,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Karen Bass,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Karen Bass,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.0,0.0
Karen Bass,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Not voting,0.0,NA
Karen Bass,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Karen Bass,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Karen Bass,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Karen Bass,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Karen Bass,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Karen Bass,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Karen Bass,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Karen Bass,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Karen Bass,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Karen Bass,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Karen Bass,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.0,0.0
Karen Bass,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Karen Bass,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.001,-0.001
Karen Bass,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.0,0.0
Karen Bass,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
G. K. Butterfield,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.018,-0.018
G. K. Butterfield,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.777,0.223
G. K. Butterfield,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.031,-0.031
G. K. Butterfield,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.004,-0.004
G. K. Butterfield,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.001,-0.001
G. K. Butterfield,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.031,-0.031
G. K. Butterfield,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Not voting,0.0,NA
G. K. Butterfield,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
G. K. Butterfield,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.002,-0.002
G. K. Butterfield,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.001,-0.001
G. K. Butterfield,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.002,-0.002
G. K. Butterfield,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.001,-0.001
G. K. Butterfield,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.001,-0.001
G. K. Butterfield,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
G. K. Butterfield,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.001,-0.001
G. K. Butterfield,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.002,-0.002
G. K. Butterfield,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.001,-0.001
G. K. Butterfield,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.006,-0.006
G. K. Butterfield,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.001,-0.001
G. K. Butterfield,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.139,-0.139
G. K. Butterfield,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.005,-0.005
G. K. Butterfield,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Ro Khanna,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.001,-0.001
Ro Khanna,March 8,Department of Defense Appropriations Act (371-48),support,Not voting,0.654,NA
Ro Khanna,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.002,-0.002
Ro Khanna,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Ro Khanna,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Ro Khanna,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.002,-0.002
Ro Khanna,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Ro Khanna,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Ro Khanna,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Ro Khanna,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Ro Khanna,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Ro Khanna,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Ro Khanna,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Ro Khanna,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Ro Khanna,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Ro Khanna,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Ro Khanna,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Ro Khanna,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.0,0.0
Ro Khanna,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Ro Khanna,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.026,-0.026
Ro Khanna,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.0,0.0
Ro Khanna,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Cedric L. Richmond,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.001,-0.001
Cedric L. Richmond,March 8,Department of Defense Appropriations Act (371-48),support,Not voting,0.662,NA
Cedric L. Richmond,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.002,-0.002
Cedric L. Richmond,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Cedric L. Richmond,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Cedric L. Richmond,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.003,-0.003
Cedric L. Richmond,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Not voting,0.0,NA
Cedric L. Richmond,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Cedric L. Richmond,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Cedric L. Richmond,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Cedric L. Richmond,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Cedric L. Richmond,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Cedric L. Richmond,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Cedric L. Richmond,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Cedric L. Richmond,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Cedric L. Richmond,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Cedric L. Richmond,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Cedric L. Richmond,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.0,0.0
Cedric L. Richmond,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Cedric L. Richmond,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.029,-0.029
Cedric L. Richmond,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.0,0.0
Cedric L. Richmond,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Michael F. Doyle,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.022,-0.022
Michael F. Doyle,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.784,0.216
Michael F. Doyle,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.037,-0.037
Michael F. Doyle,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.006,-0.006
Michael F. Doyle,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.002,-0.002
Michael F. Doyle,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.036,-0.036
Michael F. Doyle,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Michael F. Doyle,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.001,-0.001
Michael F. Doyle,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.002,-0.002
Michael F. Doyle,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.001,-0.001
Michael F. Doyle,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.003,-0.003
Michael F. Doyle,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.001,-0.001
Michael F. Doyle,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.001,-0.001
Michael F. Doyle,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.001,-0.001
Michael F. Doyle,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.001,-0.001
Michael F. Doyle,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.003,-0.003
Michael F. Doyle,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.001,-0.001
Michael F. Doyle,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.007,-0.007
Michael F. Doyle,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.001,-0.001
Michael F. Doyle,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.152,-0.152
Michael F. Doyle,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.007,-0.007
Michael F. Doyle,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.001,-0.001
C. A. Dutch Ruppersberger,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.108,-0.108
C. A. Dutch Ruppersberger,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.85,0.15
C. A. Dutch Ruppersberger,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.149,-0.149
C. A. Dutch Ruppersberger,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.049,-0.049
C. A. Dutch Ruppersberger,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.035,-0.035
C. A. Dutch Ruppersberger,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.132,-0.132
C. A. Dutch Ruppersberger,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.016,-0.016
C. A. Dutch Ruppersberger,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.018,-0.018
C. A. Dutch Ruppersberger,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.031,-0.031
C. A. Dutch Ruppersberger,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.024,-0.024
C. A. Dutch Ruppersberger,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.04,-0.04
C. A. Dutch Ruppersberger,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.022,-0.022
C. A. Dutch Ruppersberger,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.026,-0.026
C. A. Dutch Ruppersberger,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.016,-0.016
C. A. Dutch Ruppersberger,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.027,-0.027
C. A. Dutch Ruppersberger,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.038,-0.038
C. A. Dutch Ruppersberger,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.023,-0.023
C. A. Dutch Ruppersberger,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.061,-0.061
C. A. Dutch Ruppersberger,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.023,-0.023
C. A. Dutch Ruppersberger,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.331,0.669
C. A. Dutch Ruppersberger,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.05,-0.05
C. A. Dutch Ruppersberger,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.019,-0.019
Donald Norcross,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.109,-0.109
Donald Norcross,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.851,0.149
Donald Norcross,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.15,-0.15
Donald Norcross,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.05,-0.05
Donald Norcross,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.035,-0.035
Donald Norcross,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.133,-0.133
Donald Norcross,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.016,-0.016
Donald Norcross,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.018,-0.018
Donald Norcross,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.031,-0.031
Donald Norcross,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.025,-0.025
Donald Norcross,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.041,-0.041
Donald Norcross,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.023,-0.023
Donald Norcross,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.027,-0.027
Donald Norcross,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.017,-0.017
Donald Norcross,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.028,-0.028
Donald Norcross,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.038,-0.038
Donald Norcross,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.023,-0.023
Donald Norcross,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.062,-0.062
Donald Norcross,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.024,-0.024
Donald Norcross,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.333,0.667
Donald Norcross,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.05,-0.05
Donald Norcross,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.02,-0.02
Susan A. Davis,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.026,-0.026
Susan A. Davis,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.79,0.21
Susan A. Davis,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.043,-0.043
Susan A. Davis,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.007,-0.007
Susan A. Davis,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.003,-0.003
Susan A. Davis,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.041,-0.041
Susan A. Davis,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.001,-0.001
Susan A. Davis,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.001,-0.001
Susan A. Davis,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.003,-0.003
Susan A. Davis,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.002,-0.002
Susan A. Davis,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.004,-0.004
Susan A. Davis,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.001,-0.001
Susan A. Davis,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.002,-0.002
Susan A. Davis,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.001,-0.001
Susan A. Davis,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.002,-0.002
Susan A. Davis,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.003,-0.003
Susan A. Davis,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.002,-0.002
Susan A. Davis,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.009,-0.009
Susan A. Davis,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.001,-0.001
Susan A. Davis,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.164,-0.164
Susan A. Davis,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.008,-0.008
Susan A. Davis,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.001,-0.001
Brendan F. Boyle,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.032,-0.032
Brendan F. Boyle,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.799,0.201
Brendan F. Boyle,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.051,-0.051
Brendan F. Boyle,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.009,-0.009
Brendan F. Boyle,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.004,-0.004
Brendan F. Boyle,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.049,-0.049
Brendan F. Boyle,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.001,-0.001
Brendan F. Boyle,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.001,-0.001
Brendan F. Boyle,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.004,-0.004
Brendan F. Boyle,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.002,-0.002
Brendan F. Boyle,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.005,-0.005
Brendan F. Boyle,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.002,-0.002
Brendan F. Boyle,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.003,-0.003
Brendan F. Boyle,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.001,-0.001
Brendan F. Boyle,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.002,-0.002
Brendan F. Boyle,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.005,-0.005
Brendan F. Boyle,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.002,-0.002
Brendan F. Boyle,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.012,-0.012
Brendan F. Boyle,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.002,-0.002
Brendan F. Boyle,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.182,-0.182
Brendan F. Boyle,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.011,-0.011
Brendan F. Boyle,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.001,-0.001
Lloyd Doggett,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.032,-0.032
Lloyd Doggett,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.799,0.201
Lloyd Doggett,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.051,-0.051
Lloyd Doggett,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.009,-0.009
